,accuracy,communication,cleanliness,location,checkin,value,avgRating
9900475,2.83,2.67,4.17,2.67,2.83,3,2.83
9900476,2.4,2.6,2.6,2.8,3.4,3.2,2.60
9900477,2.2,4,2,2.6,2.8,1.2,1.40
9900478,2,4,2.33,2.33,3.33,3.33,3.67
9900479,3.25,4.25,4.5,3.25,2.5,3.5,2.75
9900480,3.75,3.25,2.25,2.5,2,3.25,2.25
9900481,2,3,1.33,3,3,2.33,2.67
9900482,3.25,3.5,2,3.25,1.75,3,2.75
9900483,2.14,2.57,3,3.57,3,2.57,3.43
9900484,3.71,2.71,3.29,3.71,2.71,2.57,2.86
9900485,3.29,2.14,2.57,2.86,2.57,3.43,2.57
9900486,3,3,3,4,3.25,2.5,2.25
9900487,2.29,2.71,2.57,2.86,3.71,2.29,2.57
9900488,2.2,3,3.8,1.8,3.6,2.2,3.00
9900489,2.75,3,3.5,2,2.25,2.75,3.50
9900490,3.43,3.43,3.43,3.29,3.43,3.29,3.29
9900491,3.2,2.6,3,3,2.8,3.6,4.00
9900492,4,3,3.8,2.2,3.2,3.6,2.00
9900493,2.14,2.43,2,2.86,3,4,2.57
9900494,2.6,3.6,3.2,3.2,2.4,4.6,2.60
9900495,3.33,3.33,2.67,4,4.33,2,3.33
9900496,2.86,3.71,2.57,3.29,3.29,2.57,3.29
9900497,3.2,2,3.6,3.2,2.8,3,3.60
9900498,2.67,2.33,3.67,3.5,3.17,1.83,2.67
9900499,2.43,3.57,2.86,3.86,3,2.29,2.71
9900500,1.67,3.33,3,4,2.67,2,2.33
9900501,3.67,2.83,2.33,3.17,3.5,1.5,3.50
9900502,1.75,2.5,3,3.25,4.5,2.75,2.50
9900503,3.75,2.5,3.75,3,3.5,3.5,3.00
9900504,5,2.67,3.67,3.33,3.33,2.33,4.67
9900505,3.17,3,4.17,2.83,2.83,2.67,3.83
9900506,3.83,2,3.17,2.17,2.67,3.67,3.50
9900507,3.2,2,3.6,2.8,2.6,3.8,4.20
9900508,3.6,1.8,4.2,3,3,3.6,4.00
9900509,3,2.33,2,3.67,2.67,4.33,3.33
9900510,1.67,3,1.33,2.33,1.67,3.33,2.67
9900511,3.2,3.8,3.6,3.4,4.2,3.8,3.20
9900512,2,2.2,3.2,2.6,2.2,1.8,2.60
9900513,2.33,3,3.67,4.33,4,2.67,3.33
9900514,2.8,3.8,2.8,2.8,2.8,2.6,2.60
9900515,3.2,3,2.2,3,2.2,3,1.80
9900516,4.4,2.6,3.6,3.4,3.4,2.8,3.40
9900517,2.17,2.5,3.17,3.5,3.67,3.17,3.17
9900518,3.4,3,2.2,3.2,3,2.6,4.00
9900519,1.67,4.5,2.83,3.33,2.67,2.67,2.33
9900520,3,2,2,2.2,3.4,3.8,3.00
9900521,3.14,2.86,3.29,3.43,3.29,2.86,3.14
9900522,3.5,3.17,3,3,3,2.17,3.00
9900523,2.4,3,3.8,2.6,3.4,3.4,4.00
9900524,3.4,2.4,3.2,4.2,3,1.8,2.40
9900525,2.17,4.17,2,3.33,4,2.5,2.83
9900526,3.25,3.25,3,3,3,4.5,2.00
9900527,2.67,3,1.67,2.67,2.83,3.17,4.00
9900528,4.33,2.17,3,2.83,4.33,2.33,3.17
9900529,3.29,3.71,2.29,3,2.57,2.71,3.43
9900530,2.83,2.5,2.5,3.5,3.5,3.83,2.67
9900531,3.86,3.86,2.29,2.29,1.86,3.29,2.71
9900532,3.83,3,2.33,2.67,3.67,2.67,3.17
9900533,2.86,3.43,3.14,2.86,2,2.57,2.00
9900534,2.86,3.29,2.43,2.43,2.43,2.86,2.86
9900535,2.67,3.17,3.33,3.33,2,2.83,2.17
9900536,2.67,4,3.67,2.33,3.33,3.33,3.33
9900537,2.33,4,3.67,3,3.67,3.33,1.67
9900538,4,3.67,5,4.67,2.33,1.67,2.33
9900539,2.67,3,3,2.67,2.67,2.33,4.00
9900540,2.86,2.57,3.14,3.29,2.43,3.71,3.57
9900541,2.75,3.25,3.5,4.25,2.75,3.5,1.75
9900542,3.43,3.43,2.86,3.57,3.43,3.43,3.29
9900543,3.17,2.33,2.67,3.83,3.17,3.33,3.50
9900544,3.2,2.8,2.8,2.6,3.4,2.6,2.00
9900545,2.5,3.17,3.67,1.67,4.17,4.17,3.17
9900546,2.25,3.25,2.75,5,4,3.5,3.75
9900547,3,3.5,2.75,2.5,2.25,4,3.25
9900548,4.67,2.33,1.67,1.33,2.33,3.33,1.33
9900549,4,3.75,3.5,2.75,3,3.25,2.00
9900550,2.5,3,3,2.17,2.5,2.5,3.00
9900551,3.29,3.43,2.29,2.57,2.57,2.71,2.29
9900552,3.57,1.71,3.71,2.71,3.29,2.71,2.86
9900553,3.2,2.6,2.6,2.2,4.2,2.2,3.80
9900554,2.6,3.2,3.2,3.2,2.8,3.4,3.60
9900555,2.29,2.43,2.86,2,3.29,3,1.86
9900556,3.33,4.5,3.17,3,3.5,2.83,2.83
9900557,3.29,1.71,2.29,1.57,3.43,2.57,3.86
9900558,4,2.67,2.67,3.67,2.17,3,2.50
9900559,3.5,4,3,2.5,3.75,4,2.00
9900560,1.57,3.14,2.29,2.57,2.86,2.71,3.00
9900561,3.25,2.5,2.75,3,4.75,3.25,3.00
9900562,1.83,3.33,3.33,2.67,2.33,2.33,3.33
9900563,3,2,2.75,2.5,4,1.75,2.75
9900564,3.29,3.71,2.57,2.57,3,3.29,2.71
9900565,2.83,3.5,3.5,3.17,2.5,3,3.17
9900566,3.14,3.71,2.29,3.71,3.14,3.71,4.29
9900567,3.71,3.57,1.86,3.29,3.57,3.14,3.14
9900568,2.6,3.6,3.6,3,2.8,4.4,3.60
9900569,3,2.4,2.2,4,2.4,2.8,2.60
9900570,3.5,3,1.83,2.33,3.33,2.17,3.33
9900571,4.33,4,3.33,3.33,2.67,2.67,3.33
9900572,1.83,3.67,2.33,2.67,2.5,1.83,3.33
9900573,3.29,3.29,2.71,2.57,3.29,2.71,3.71
9900574,3.2,3.6,2.8,3,3.6,3.6,2.00
9900575,3,2.67,2.67,2.67,3.33,2.67,3.67
9900576,2.71,3,3.14,3.29,3.29,2.57,2.43
9900577,3.33,2,4.33,1.83,4.67,3.67,2.67
9900578,3.4,2.8,2.4,2.4,3.8,2.4,3.80
9900579,2.6,3.4,2.4,3.6,3,2,3.40
9900580,3.2,3,2.8,3.2,2.8,3.2,2.60
9900581,3,3.67,3.67,3.67,3,3.33,2.67
9900582,3.2,3.4,3.8,3.8,3.2,2,3.20
9900583,3,3.5,3.17,3,2.17,3,3.00
9900584,3,2.8,2.8,3.8,3,3.2,3.00
9900585,2.67,4.33,3.67,3.67,5,4.33,3.00
9900586,1.33,3.33,3.33,4,4,3.33,4.00
9900587,2.71,2.29,2.86,3.29,3.14,2.14,2.14
9900588,3.5,2.75,2.75,2.25,2.5,1.5,2.25
9900589,3.4,4.2,3.2,3.6,4.2,2.6,2.80
9900590,3.83,1.83,3,3.5,3.17,2.33,3.00
9900591,3.2,2.2,3.2,2,2.8,3,3.60
9900592,3,2.8,3,1.8,3.6,3.6,3.40
9900593,2.6,2,2.2,2.6,3.4,2.2,3.20
9900594,2.25,4.25,2.75,2.5,3.5,2.5,2.00
9900595,3.17,3,3.83,3.33,2.83,3,4.00
9900596,3.4,3,2.4,3.6,2.6,3,2.40
9900597,3.33,3,3,2.67,2.33,2.33,2.67
9900598,2.67,2.33,3.33,1.67,4,4,2.67
9900599,2.6,2.6,2.8,3.6,2.8,3,2.60
9900600,2.83,2.67,2.5,3.33,2.67,2.67,3.17
9900601,3.2,1.8,3,3.8,1.8,3.4,2.40
9900602,3,3,1,2.67,2.33,1.67,2.33
9900603,3.33,3,2,4,2.33,3.67,1.33
9900604,4.25,3,3.5,2.75,4,3.5,3.50
9900605,2.33,3,3,3.33,2.67,4.17,2.67
9900606,3.2,2.6,2.4,3,2.2,3,1.60
9900607,2.8,2,3.4,3.4,4,2.2,2.00
9900608,4.5,1.75,3.75,2,3,1.75,3.50
9900609,2.86,3.57,3.43,3.71,3.29,2.71,2.57
9900610,2,3.14,2.57,4,3.71,2.29,3.29
9900611,3.8,2.8,2.8,1.8,3.4,2.8,2.80
9900612,3.83,2.5,3,2.67,2.33,2.83,2.50
9900613,2,4,4.33,3,2,4.67,3.33
9900614,2,2.8,2.2,2.8,2.6,2.4,3.20
9900615,3.5,3.25,3.25,3.25,2.5,3.25,2.75
9900616,2,3,4,2.67,1.67,4,2.67
9900617,3.2,4.4,2.6,3,3.2,2.8,3.20
9900618,3.5,2.75,2.5,3,3.5,3.75,2.75
9900619,2.75,2.5,2.75,2.25,1.75,2.5,3.00
9900620,1.33,3,3.67,3,2.33,3.33,2.00
9900621,3.33,3.33,3.17,2.67,3.5,2.17,2.00
9900622,3.86,3,3.86,2.71,3.29,3,1.86
9900623,3.6,2.4,3.4,4.2,3.2,4.2,4.00
9900624,3.14,2.29,3.57,3,2.71,2.86,2.71
9900625,3.67,4.17,3.83,2.83,3.67,2.17,3.33
9900626,3,4.5,3.5,4,4.25,3.75,3.00
9900627,4.4,4.4,2.6,3.2,2.6,2.6,3.20
9900628,2.5,3,2.83,3.83,3.33,3.83,3.33
9900629,3.43,3.43,2.86,3,3.86,3.43,3.14
9900630,3.5,2,3.75,4.25,3.25,3.5,3.75
9900631,3.67,4,3,3.33,3.33,3.33,3.67
9900632,2.5,2.75,1.75,3.25,3.5,3.25,2.25
9900633,2.67,4,5,2,3.67,2.33,2.00
9900634,3,2.33,3.33,3.67,2,2.33,3.17
9900635,2.33,3.33,2.83,3.33,3.17,3.5,3.00
9900636,3.14,3.43,3.71,2,3.29,3.14,2.57
9900637,3.14,3.71,2.29,2.57,3.86,2.71,3.14
9900638,3,2.5,2.5,1.67,2.5,3.33,2.50
9900639,2.14,3.43,3.14,2.71,3,3.57,2.86
9900640,3,2.57,3.86,3.29,3.29,3.43,3.00
9900641,3.57,3.14,2.29,3.29,3,2.57,3.29
9900642,2.67,3.33,2.67,3.33,3.67,2.33,3.67
9900643,3,3,2.67,3.33,3.33,2.33,3.67
9900644,2.17,2.33,2.17,2.33,2.67,3.5,3.33
9900645,3.5,1.75,2.75,2,3.25,3.5,3.25
9900646,3.67,3.67,3.5,3.5,3.83,3.33,3.17
9900647,2,2.43,4.29,3,3.29,2.43,3.71
9900648,2.8,1.8,2.4,4,3,3.2,2.00
9900649,2.25,2.25,2.75,4.75,3.75,2.75,3.75
9900650,4.67,3.67,3.67,2.33,3,3,2.67
9900651,2.75,3,3,2,3.5,2.5,2.50
9900652,3,3.33,2.33,3.33,4,2.33,2.00
9900653,3,3,2,2.33,2.33,2.67,3.00
9900654,3.71,2.43,3.43,3.14,1.71,3.86,3.00
9900655,2,2.67,2.33,3,2.33,3.33,1.67
9900656,2.86,3.29,2.29,2.43,2.71,3.43,2.43
9900657,4,3.25,3.75,3.25,1.5,3.75,2.25
9900658,2.8,3.4,3.2,3.2,3,2.6,3.20
9900659,2.43,2.71,3.29,4,3.14,2.86,2.43
9900660,3.5,2.17,3.17,2.5,2.5,3.5,2.83
9900661,2.6,3.8,4,3.6,3,4.6,3.60
9900662,3.43,2.71,2.43,2.86,3.43,2.14,3.00
9900663,3.4,3.4,3.8,3,3.6,2.4,2.80
9900664,3,3,3.33,3,2,2.33,3.67
9900665,2.5,2.75,2,2.5,3.5,2.75,3.25
9900666,2.4,2.6,3.2,4,2.4,3.8,3.20
9900667,3,3.5,3.17,2.83,2.83,3,4.67
9900668,4,3,2.67,3.5,2.67,3,3.00
9900669,1.67,3,3.67,4.33,2.67,3,4.33
9900670,2,2.67,2,3.67,3,5,3.67
9900671,3.29,3.71,2,2.43,2.57,3.14,3.00
9900672,3,3,2.71,3.57,3.71,3.14,3.57
9900673,3.33,3,2,3.33,2.33,1.67,4.33
9900674,3.5,3.25,3,3.25,3.25,2.75,3.00
9900675,2.71,2.86,2.71,2.71,3.71,3.57,2.00
9900676,2.67,4.67,2.67,3.67,3.67,2.67,2.67
9900677,3.29,2.86,2.71,1.57,3.86,3.14,2.14
9900678,3.29,2.71,2.86,2.86,2.71,3,2.71
9900679,3.29,3,3.71,3,1.43,3.57,3.14
9900680,2.17,2.33,3,3.33,3.33,3.17,3.00
9900681,2.86,3.71,2.43,2.86,2.71,3,2.29
9900682,2.67,3,4,4,5,3.67,3.33
9900683,3.5,2.83,3.33,3.33,3.5,3.83,2.67
9900684,2,2.86,1.71,3.57,3.14,2.14,3.57
9900685,3.5,2.5,2.25,2.25,2.75,4,3.50
9900686,3.67,2.33,2.33,3.67,3.33,2.67,2.00
9900687,2.33,3.33,1.67,3.33,4.33,2.33,3.00
9900688,3.4,2,4.2,2.6,2.8,3.2,3.00
9900689,2.33,2,2.67,2.67,3,3.33,3.33
9900690,2.83,3.17,2.5,2.5,3.5,2.33,3.50
9900691,3.2,3.2,3,3.8,2.8,2.8,3.00
9900692,3,3.14,3,3.71,2.43,2.86,3.00
9900693,5,2,3.4,2.4,3.4,2.4,2.80
9900694,3.33,4.67,4.33,3,4.33,2,3.00
9900695,3.14,3.71,2.71,3,2.86,2.86,3.14
9900696,3,3.33,4,3,4,3.67,3.33
9900697,2.5,3.5,3.25,3,3.25,3.5,2.25
9900698,4,2.5,2.25,3.25,3.75,3,2.25
9900699,2.86,2.86,2.71,4,2.71,2.43,3.43
9900700,3.25,2.5,3.25,3.75,3,3.75,3.25
9900701,2.33,3.67,2.67,2.67,2.33,3.33,2.33
9900702,2.75,1.75,3,4,3.75,3.75,3.00
9900703,3.17,3.5,4.17,3.17,3,1.5,3.33
9900704,2.8,3.8,2.2,3.2,3.2,1.8,3.20
9900705,2,3.5,2.5,1.75,2.25,2.75,2.50
9900706,3.5,3,1.75,2.75,2.75,3.5,3.25
9900707,3.25,3.5,2.25,1.75,3.5,4.25,3.75
9900708,3,2.17,3.67,3.17,2,4,2.67
9900709,3.25,2.5,4,2.75,2.5,2.5,2.50
9900710,3.5,4,2,2.25,2,3,3.00
9900711,3.57,2.57,2.43,4,2.14,3.29,3.29
9900712,3.67,2.33,2.67,3.33,3.67,1,2.00
9900713,4.33,3.67,2.33,2,2.67,2.67,3.00
9900714,3,3,3.5,3.5,4,1.75,4.00
9900715,2.57,3.14,2.86,3.29,2.43,2.86,2.86
9900716,3.33,1.33,3,3.33,3,2.67,4.33
9900717,3.6,2.6,3.2,3,3,2.8,3.20
9900718,3.25,3.5,3.5,3.5,3,1.75,3.00
9900719,4.25,3.25,3,3.75,4,3,3.25
9900720,2.75,2.75,2.5,2.25,2,3.25,3.50
9900721,4,3,3.5,2.5,3.25,3,2.25
9900722,3,3.5,2.5,2.5,2.67,2.83,3.33
9900723,3,2.83,2.67,2.67,3,2,3.17
9900724,3.29,2.14,2.71,3.71,3.29,2.86,2.00
9900725,3,3.5,2.75,4,2.25,4.25,3.50
9900726,3,3,3,3.43,3.43,2.86,2.43
9900727,2,2.6,2.6,3,3.4,3.8,2.20
9900728,2.4,2.8,4.2,3.6,3.6,3.8,3.20
9900729,3.33,2.67,2.67,3,4.67,2.67,2.33
9900730,3.17,3.67,2.67,3.17,3.33,2.67,2.00
9900731,2.6,3.8,2.2,2.4,2.2,3.6,3.00
9900732,3.6,3.2,2,3,3.2,3,3.40
9900733,4,4.33,2.67,4.33,4.33,3.67,3.00
9900734,3.57,2.86,1.86,2.71,2.43,3.43,3.00
9900735,3.5,3.5,4,1.5,4.75,2.25,4.00
9900736,2.67,2.33,3.67,3.33,3.17,3.33,3.17
9900737,3.5,3.17,3.17,3.67,3.17,3.33,2.83
9900738,2.4,3.4,3.8,2.2,4.4,2.2,3.60
9900739,3,2.67,3.33,4,1.67,4,2.00
9900740,2.67,2.33,3.33,2,2.33,2,2.67
9900741,2.25,4,4.75,2,3,3.5,3.00
9900742,3.17,2.5,3.17,2.5,2.67,2.5,2.00
9900743,3.2,3.2,2.8,3,2.8,3,2.00
9900744,2.67,3.33,3.17,2.83,2.67,2.17,3.33
9900745,3.5,2.17,3,3.33,3.67,3.5,2.67
9900746,2.8,3,4.4,2.4,3.4,3.4,2.40
9900747,3,3.33,2.33,3.17,3.17,2.67,4.00
9900748,3.5,2.75,3.25,4,3.25,2.25,3.25
9900749,2.67,4,4.33,3,4,2.33,3.67
9900750,4.17,2.67,2.17,2.67,1.83,3.33,4.17
9900751,2.8,2.4,4.2,3,3.2,4,3.20
9900752,2.25,3.75,3.5,2,2.25,1.75,3.75
9900753,3.5,2.83,2.83,2.33,2.67,3.33,4.17
9900754,4.67,3,3,3.67,2,2,1.00
9900755,2,1.75,3,3.5,2.25,2.75,2.75
9900756,3.5,2,3.5,3.75,4.5,2.5,3.00
9900757,2.5,3,2.75,2.75,2.25,3,2.00
9900758,2.6,2.2,2.8,2.4,3.2,3.4,3.80
9900759,3.33,3.5,3.33,2.67,2.5,3.67,3.83
9900760,2.29,2,3.14,3.14,3.43,3,2.57
9900761,2.43,2.86,2.57,3.71,2.57,3.14,2.43
9900762,3.33,2.67,2.33,4.33,2.67,3,4.00
9900763,3.43,3.71,3.43,2.57,2.29,2.57,2.71
9900764,2.4,2.2,1.8,2.4,4.4,3.2,3.00
9900765,3.5,2.67,2.67,3,1.5,3.5,2.33
9900766,2.67,3,2.67,3,2.67,2.33,2.67
9900767,2.57,2.43,3.71,2.57,2.43,2.71,2.71
9900768,3.8,2,2.4,3.4,2.8,3.4,2.60
9900769,3,2.33,3.17,3.17,2.33,2.5,2.83
9900770,2.67,3.33,3.33,4.33,3.33,3.67,3.00
9900771,4.5,3.5,2.75,3,2.75,1.75,3.75
9900772,2.67,4,2,2.67,3.67,3.33,2.67
9900773,2.67,3,3.33,2.67,3,2.67,3.33
9900774,3.57,2.86,3.14,2.57,3.86,3.14,2.14
9900775,3,1.33,2,4,2.33,3,2.67
9900776,2.5,3.75,3.5,3.25,2.75,2.75,3.50
9900777,3.25,1.25,3,2.5,1.75,2.75,3.00
9900778,3.43,2.71,2.29,3,3.57,3.29,2.71
9900779,2.67,2,3.33,3.33,1.67,3,3.00
9900780,2.29,3.14,2.57,3,4,3,2.71
9900781,3.5,1.75,1.5,3.5,2.5,3.5,4.50
9900782,3,2.67,2.67,3.5,2,4.17,3.17
9900783,2,2.33,3.33,2,2.67,3.33,3.67
9900784,3,3.86,3.14,2.57,3.57,3.29,2.57
9900785,3.5,2.25,3,2.75,2.75,2.75,1.50
9900786,2.71,2.86,3.71,3,3.29,2.57,3.29
9900787,3.43,3.43,2.57,3.57,3.43,2.86,3.43
9900788,3.43,2.86,2.14,3,2.71,1.71,3.00
9900789,2.67,2.83,2.67,3.83,2.83,3,2.67
9900790,2.5,2.67,2.33,2.67,2.83,3.17,3.17
9900791,3.75,3.5,3.25,2.75,2.5,3.5,2.25
9900792,3.57,3.14,2.71,3.86,2.14,3,3.00
9900793,2.67,3.33,2.33,2.33,2.67,2.33,4.33
9900794,3.25,3,3.25,2.75,3,3.25,3.00
9900795,3.4,2.4,3.4,3.4,2.2,3.2,2.60
9900796,3.4,3,3.2,1.8,3.2,3,3.20
9900797,3.43,1.86,3.14,2.57,3,3.14,2.57
9900798,2.6,3.8,4,2,2.8,2.6,4.00
9900799,2.14,2.57,2.14,3.43,2.86,2.43,2.43
9900800,3.6,3.6,3,2.4,2.2,2.6,2.00
9900801,2.83,2.67,2.17,3.33,3,3.17,2.33
9900802,2.8,3,2.8,2,3.4,2.2,2.60
9900803,3,3.5,2.33,2.83,2.83,2.5,4.00
9900804,3.8,2.8,4,2,3.4,4.4,2.80
9900805,2.83,3.5,3.17,3.33,2.67,4,3.33
9900806,4.33,2.5,3,2.5,3,2.5,3.67
9900807,2.4,2.8,4,2,2.6,2.8,3.40
9900808,3.33,2.83,3,3.17,3.33,3.67,2.50
9900809,2.86,2.71,2.29,2,3.71,3.57,2.57
9900810,3.29,3,3.14,3.57,2.86,2.71,3.00
9900811,3,2,3.6,4.4,3,2.8,2.20
9900812,2.57,3.43,2.71,2.57,2.43,2.86,3.86
9900813,2.2,3,3,2.6,2.6,2.4,2.60
9900814,2.4,2.6,2.2,3.2,2.2,2,3.40
9900815,3.33,4,3.67,4,3.33,4,3.00
9900816,2.8,3,2.4,3.2,3.6,3,2.40
9900817,2.86,1.29,3.29,2.86,3.43,3.57,3.29
9900818,2.2,1.8,3.2,2.2,4.2,2.4,3.60
9900819,3.67,4.67,4.33,3,2.33,4,1.67
9900820,3.6,4,3.6,3,3.8,4,2.60
9900821,3.57,2.86,3,3.71,3.29,2.43,3.00
9900822,2.43,3.14,3.43,2.86,2.43,2.43,3.00
9900823,2,3.71,2.43,3.71,3.86,3.57,2.29
9900824,2.4,3.2,3,2.4,2.6,2.8,2.60
9900825,2.75,2,2.75,2.75,4.75,3.75,3.50
9900826,3.5,3.25,1.5,2.75,2,2.25,2.75
9900827,2.5,3.25,3.75,2.25,2.75,2.75,2.50
9900828,2.33,3.5,3,2.33,3.83,2.33,3.00
9900829,3.2,3.4,3.6,3.4,3.4,2.8,3.40
9900830,2,2.67,2.67,1.67,2.5,1.5,1.50
9900831,3,4.67,2.67,2.33,3,2.33,2.33
9900832,3.25,1.75,1.75,3.25,3.25,3,4.25
9900833,3.83,3.17,3.17,2.67,4,3.33,3.17
9900834,3.67,2.33,2.67,4.33,2.33,3.67,2.67
9900835,3.75,2.5,3.5,2.75,2.25,3,3.00
9900836,3.57,3.14,3,3.29,3.43,3.57,3.14
9900837,3.8,2,2.2,2.4,2.4,3.6,2.00
9900838,3.2,4.6,2.6,2.6,2.4,3,2.60
9900839,3.4,3.4,2.6,3.2,4.4,2,1.80
9900840,3,3,2.86,2.43,2.86,3.14,3.71
9900841,2,3.67,4,3.33,3.67,3,4.67
9900842,2.33,3.17,2.67,2.5,3.5,3.67,1.67
9900843,2.83,2.83,3,3,3,3.33,3.33
9900844,2.67,3.33,3.67,4.33,2.33,3.67,3.67
9900845,4,2.75,2.5,4,4,2.75,3.50
9900846,3.71,3,3.71,2,3.86,2.71,3.00
9900847,3.5,3.25,3,1.75,3.5,4.5,2.50
9900848,2.83,4,3,3.83,3.67,2.17,2.17
9900849,3.86,3.57,2.57,3,3.29,4.14,2.86
9900850,3.75,2.75,2.75,2.75,3.25,2.75,4.00
9900851,2,3.25,3,3.75,2.25,3.25,3.00
9900852,3,3.75,2.5,2.5,2.25,3.5,3.50
9900853,3.33,2.83,3.67,2.67,4,2.83,4.17
9900854,2.43,3.43,2.29,2.57,3,2.43,2.71
9900855,3.29,3.29,3.29,3.43,3.57,3.57,3.71
9900856,3,2.8,3,3.6,3.6,2,3.20
9900857,2.67,2,2.33,3.33,2,2.33,2.33
9900858,2.83,2.5,2.83,2.67,2.67,3.5,2.33
9900859,3.5,3.25,2,3,1.75,3.5,3.25
9900860,3.33,2.33,4,3.67,3.67,3,2.33
9900861,3.67,2.67,2.33,3,3.83,2.67,3.83
9900862,3.6,3,2.6,3.6,3.2,3.6,2.60
9900863,4.33,1.67,1.67,3,3.67,4.33,2.67
9900864,4.5,2.5,2.75,3,3,2.75,3.50
9900865,3.14,2.86,3.14,2.57,2.57,3.29,3.29
9900866,2.67,3.5,2.67,4,3.17,4,4.17
9900867,3.67,2.67,3,2.67,2.67,2,3.00
9900868,3.25,1.75,3.5,2.75,1.5,2.75,2.50
9900869,3,2.83,3.5,3.17,3.5,2.83,2.50
9900870,2.86,3.57,2.29,4,2.43,3.71,3.57
9900871,3.71,3,2.57,3.43,2.86,2.71,3.71
9900872,2.2,4,3.2,3.2,3,3,2.40
9900873,2.29,2.71,3.57,2.43,3.43,3.29,2.86
9900874,3.57,3.86,2.29,3.57,3.29,3.14,2.86
9900875,2.75,4,3.75,2.75,3.5,4.25,3.00
9900876,2.71,3.14,3.14,2.43,3,2.86,2.57
9900877,4.2,2.6,2.8,3,2.6,2.2,4.00
9900878,2.25,2.5,3.5,3,3.75,3,3.50
9900879,2.8,3.2,2.8,3,2.6,2.6,2.60
9900880,1.5,3.25,2.75,3,3.25,4.25,3.50
9900881,3.33,3.67,3,3.67,3.67,3.67,2.00
9900882,3.67,4.33,2,2.33,3,4,3.00
9900883,2.75,2.75,2.75,3,2.5,4,2.75
9900884,2.5,2.5,4,2.5,2.5,3.5,3.00
9900885,2.8,4.6,3.6,2.8,3.6,3,3.40
9900886,4,2,3.33,3.67,2,3.33,1.67
9900887,2.67,3.33,2,4,2,2.33,4.67
9900888,2,3.17,3.5,3.67,3.33,2.5,2.83
9900889,2.33,3.33,2.33,4,3,4,4.00
9900890,2.71,2.29,3,2.14,3.43,3.71,3.43
9900891,3.75,2,2.25,3.25,2.5,3,2.25
9900892,3,3.43,2.86,2.71,3.29,2.43,2.71
9900893,3.2,3,2.4,2.8,3.4,2.6,3.60
9900894,3.33,2.33,2,2.67,3.67,2.67,2.67
9900895,1.8,3.2,2.4,3.4,3.4,3,3.00
9900896,2,3,2.25,2.5,3.75,2.25,4.00
9900897,3,3.5,2.5,3.25,3,2.75,3.75
9900898,2.83,3.83,2.33,2.67,3.67,3.67,2.50
9900899,3,2.5,2.5,3.75,4,3.25,2.25
9900900,3.67,3.67,4,2.33,3,2.33,3.67
9900901,2.29,3.43,3.14,3.71,3.71,4,2.43
9900902,2.86,3,2.86,3.57,3.43,2.57,3.86
9900903,2.33,3,2.83,4.83,2.83,2.83,4.00
9900904,3,4,2.33,4.33,2.67,3.67,2.33
9900905,3.33,4,2,2.33,4,4.33,4.00
9900906,2.71,3.14,2.71,2.71,3.29,3.86,4.43
9900907,2.8,2,2.8,3.2,2.8,4.8,2.60
9900908,2,2.75,3.75,2.25,2.5,2.75,3.00
9900909,2.86,3,3.43,2.86,2.57,2.29,3.57
9900910,2.14,3.29,2.71,3.43,2.86,2.57,2.29
9900911,2.57,3.43,3.43,3.71,2.86,3,3.57
9900912,2.75,2,3,3,3.25,3,4.75
9900913,3.14,3.14,3.86,3,3,2.86,2.86
9900914,3.17,3.5,3.83,2.5,4.17,2.67,3.67
9900915,3.33,2.67,1.67,2.33,2.67,2.33,2.83
9900916,3,2.75,3.75,2.5,3.5,2,3.50
9900917,2.83,3.17,2.67,2.83,4,3.67,1.83
9900918,3.8,2.4,2.6,3,4,3.8,2.80
9900919,1.67,3.33,3.33,2.67,3.67,3.67,4.00
9900920,2,2.8,4,2.4,3.6,3,3.20
9900921,2.67,3,2.67,2.67,3.33,3,4.00
9900922,2.67,1.33,3,3.83,3.17,3.33,3.00
9900923,2.43,2,3,2.43,2.86,3.14,2.71
9900924,3.57,2.71,3.86,2.86,3,3.43,3.57
9900925,2.33,3.33,3,1.67,3.67,2,2.00
9900926,2.33,2.33,4.33,2.33,3,3,3.33
9900927,3.67,3.67,3,2,1.67,2,3.00
9900928,2.6,3.4,3,3.4,4,3,3.80
9900929,3.29,3.86,3,3.57,3.71,1.86,3.86
9900930,3.4,2.2,3.8,1.6,2.2,2.8,3.00
9900931,3.75,3.25,2.5,3,3.25,3,3.25
9900932,2.71,2.43,3.14,2.57,3.29,2.86,2.86
9900933,2.67,3.67,4,3.33,2.33,3.33,2.67
9900934,3,2,2,4.6,2.8,2.6,2.60
9900935,3,4.4,3.2,2.6,4.2,4,3.80
9900936,2.33,3.67,2.67,2.33,2,3.33,4.33
9900937,3.33,2.33,4.33,3,2.33,2.67,1.67
9900938,2.67,2.83,3,2.17,2.67,3.17,3.50
9900939,3.5,2.83,2.33,3.17,4,2,3.00
9900940,3.25,2.75,2.75,3.5,4,3.75,3.75
9900941,2.6,3.2,3.4,2.6,3,3.2,2.20
9900942,3,2.75,2,4.25,3,3,1.50
9900943,2.2,2.8,3.6,2.8,2.4,2.2,2.60
9900944,2.75,3.25,2.5,2.25,3,2.5,3.25
9900945,3.71,3,2.57,2.71,3.14,2.43,3.29
9900946,3.2,3.2,2,2.6,3.8,3.2,3.40
9900947,1.5,3.25,2.75,2.5,3.75,2.5,3.00
